Edad,Genero,Altura,Peso
56,Mujer,169,65
56,Mujer,170,68
56,Hombre,165,65
56,Hombre,170,72
56,Hombre,170,84
56,Hombre,170,85
56,Hombre,175,72
56,Mujer,152,78
56,Mujer,159,69
56,Mujer,160,60
56,Mujer,160,72
56,Mujer,162,80
56,Mujer,164,65
56,Mujer,167,71
56,Mujer,168,59
56,Mujer,168,84
56,Mujer,169,70
56,Mujer,171,71
56,Mujer,172,66
56,Hombre,165,92
56,Hombre,175,74
56,Hombre,177,101
56,Mujer,157,73
56,Mujer,159,60
56,Mujer,160,74
56,Mujer,160,75
56,Mujer,164,67
56,Mujer,180,77
56,Hombre,163,79
56,Hombre,164,78
56,Hombre,173,84
56,Hombre,180,69
56,Mujer,143,65
56,Mujer,154,68
56,Mujer,157,60
56,Mujer,158,60
56,Mujer,159,75
56,Mujer,160,56
56,Mujer,160,78
56,Mujer,162,77
56,Mujer,163,74
56,Mujer,165,72
56,Mujer,174,74
56,Hombre,162,66
56,Hombre,162,70
56,Hombre,164,95
56,Hombre,165,63
56,Hombre,168,67
56,Hombre,170,65
56,Hombre,170,96
56,Hombre,171,67
56,Hombre,172,74
56,Hombre,172,80
56,Hombre,173,83
56,Mujer,153,59
56,Mujer,155,62
56,Mujer,156,83
56,Mujer,156,90
56,Mujer,157,64
56,Mujer,163,49
56,Mujer,165,75
56,Mujer,168,63
56,Mujer,169,74
56,Hombre,165,78
56,Hombre,167,76
56,Hombre,170,84
56,Hombre,170,106
56,Hombre,173,86
56,Hombre,178,92
56,Mujer,147,68
56,Mujer,157,59
56,Mujer,158,61
56,Mujer,159,76
56,Mujer,164,74
56,Mujer,165,65
56,Mujer,165,85
56,Mujer,168,64
56,Mujer,168,68
56,Hombre,160,78
56,Hombre,161,56
56,Hombre,164,75
56,Hombre,166,77
56,Hombre,167,71
56,Hombre,168,69
56,Hombre,171,91
56,Mujer,154,72
56,Mujer,156,64
56,Mujer,158,55
56,Mujer,159,58
56,Mujer,160,100
56,Mujer,161,82
56,Mujer,164,89
56,Mujer,165,63
56,Mujer,165,70
56,Mujer,167,78
56,Mujer,170,65
56,Mujer,170,74
56,Mujer,170,85
56,Mujer,170,95
56,Mujer,175,105
56,Mujer,181,73
56,Hombre,165,97
56,Hombre,166,74
56,Hombre,172,76
56,Hombre,176,76
56,Hombre,176,80
56,Mujer,145,82
56,Mujer,150,49
56,Mujer,160,60
56,Mujer,161,73
56,Mujer,168,70
56,Mujer,168,70
56,Mujer,177,91
56,Mujer,178,95
56,Hombre,160,91
56,Hombre,168,65
56,Hombre,170,65
56,Hombre,172,76
56,Hombre,175,72
56,Hombre,176,78
56,Hombre,185,98
56,Mujer,152,59
56,Mujer,155,77
56,Mujer,158,80
56,Mujer,164,74
56,Mujer,170,70
56,Mujer,175,104
56,Hombre,166,79
56,Hombre,170,73
56,Hombre,173,76
56,Hombre,177,66
56,Mujer,155,68
56,Mujer,158,75
56,Mujer,159,105
56,Mujer,160,78
56,Mujer,164,66
56,Mujer,165,60
56,Mujer,167,99
56,Mujer,168,98
56,Mujer,169,75
56,Mujer,169,82
56,Mujer,170,80
56,Mujer,174,66
56,Mujer,175,84
56,Mujer,176,100
56,Hombre,150,70
56,Hombre,168,79
56,Hombre,170,75
56,Hombre,173,85
56,Hombre,174,90
56,Hombre,175,75
56,Hombre,175,100
56,Mujer,145,90
56,Mujer,153,48
56,Mujer,154,56
56,Mujer,156,68
56,Mujer,156,72
56,Mujer,157,81
56,Mujer,160,74
56,Mujer,162,60
56,Mujer,162,68
56,Mujer,164,75
56,Mujer,165,65
56,Mujer,166,60
56,Mujer,167,63
56,Mujer,168,78
56,Mujer,170,70
56,Mujer,170,71
56,Hombre,168,66
56,Hombre,168,68
56,Hombre,169,64
56,Hombre,172,75
56,Mujer,151,80
56,Mujer,153,83
56,Mujer,155,82
56,Mujer,160,94
56,Mujer,166,65
56,Mujer,169,68
56,Mujer,170,72
56,Mujer,174,62
56,Mujer,174,78
56,Mujer,175,68
56,Mujer,175,80
56,Hombre,162,76
56,Hombre,168,46
56,Hombre,170,92
56,Hombre,175,76
56,Hombre,175,80
56,Mujer,142,50
56,Mujer,148,68
56,Mujer,150,79
56,Mujer,153,71
56,Mujer,157,90
56,Mujer,158,63
56,Mujer,160,54
56,Mujer,161,100
56,Mujer,165,63
56,Mujer,165,67
56,Mujer,165,72
56,Hombre,168,65
56,Hombre,183,92
56,Hombre,185,90
56,Mujer,146,70
56,Mujer,151,68
56,Mujer,152,115
56,Mujer,156,44
56,Mujer,159,68
56,Mujer,160,71
56,Mujer,160,80
56,Mujer,162,82
56,Mujer,163,83
56,Mujer,163,94
56,Mujer,165,65
56,Hombre,158,64
56,Hombre,173,78
56,Hombre,175,78
56,Mujer,152,77
56,Mujer,159,54
56,Mujer,165,70
56,Mujer,169,88
56,Mujer,170,69
56,Mujer,170,83
56,Hombre,161,72
56,Hombre,167,77
56,Hombre,183,92
56,Mujer,150,53
56,Mujer,153,89
56,Mujer,155,67
56,Mujer,160,60
56,Mujer,160,70
56,Mujer,162,57
56,Mujer,163,130
56,Mujer,165,60
56,Mujer,165,90
56,Mujer,168,65
56,Hombre,162,70
56,Hombre,167,80
56,Hombre,175,78
56,Hombre,177,82
56,Mujer,150,74
56,Mujer,151,63
56,Mujer,153,60
56,Mujer,153,84
56,Mujer,158,74
56,Mujer,160,58
56,Mujer,160,65
56,Mujer,160,72
56,Mujer,160,75
56,Mujer,162,61
56,Mujer,163,85
56,Mujer,164,56
56,Mujer,168,60
56,Mujer,171,109
56,Hombre,175,70
56,Mujer,148,56
56,Mujer,158,87
56,Mujer,159,65
56,Mujer,161,58
56,Mujer,162,69
56,Mujer,164,61
56,Mujer,164,85
56,Mujer,165,72
56,Mujer,165,74
56,Hombre,169,79
56,Hombre,171,70
56,Mujer,154,55
56,Mujer,155,74
56,Mujer,160,55
56,Mujer,160,96
56,Mujer,162,66
56,Mujer,164,70
56,Mujer,164,74
56,Mujer,165,56
56,Mujer,165,60
56,Mujer,166,57
56,Mujer,168,86
56,Mujer,169,70
56,Mujer,170,68
56,Mujer,170,77
56,Hombre,168,75
56,Hombre,170,94
56,Hombre,171,70
56,Hombre,174,92
56,Hombre,180,76
56,Mujer,147,61
56,Mujer,155,91
56,Mujer,157,90
56,Mujer,159,65
56,Mujer,160,74
56,Mujer,160,82
56,Mujer,160,120
56,Mujer,165,65
56,Mujer,165,75
56,Mujer,165,85
56,Mujer,169,66
56,Hombre,151,62
56,Hombre,163,75
56,Hombre,168,86
56,Hombre,169,80
56,Hombre,170,88
56,Hombre,177,91
56,Mujer,156,65
56,Mujer,157,53
56,Mujer,159,61
56,Mujer,160,61
56,Mujer,160,80
56,Mujer,161,65
56,Mujer,161,73
56,Mujer,161,92
56,Mujer,162,70
56,Mujer,164,61
56,Mujer,164,69
56,Mujer,164,87
56,Mujer,164,103
56,Mujer,168,72
56,Mujer,169,74
56,Mujer,170,66
56,Hombre,169,91
56,Hombre,170,64
56,Hombre,170,80
56,Hombre,171,66
56,Hombre,176,128
56,Mujer,149,54
56,Mujer,154,65
56,Mujer,155,97
56,Mujer,159,68
56,Mujer,160,66
56,Mujer,162,66
56,Mujer,163,84
56,Mujer,165,84
56,Mujer,168,116
56,Mujer,170,75
56,Hombre,168,70
56,Hombre,173,108
56,Hombre,183,83
56,Mujer,150,65
56,Mujer,153,58
56,Mujer,153,66
56,Mujer,155,79
56,Mujer,158,54
56,Mujer,159,57
56,Mujer,160,64
56,Mujer,160,80
56,Mujer,161,69
56,Mujer,162,81
56,Mujer,163,69
56,Mujer,164,71
56,Mujer,165,65
56,Mujer,168,52
56,Mujer,169,68
56,Mujer,170,104
56,Hombre,170,53
56,Hombre,177,103
56,Mujer,152,71
56,Mujer,153,70
56,Mujer,153,117
56,Mujer,156,75
56,Mujer,156,78
56,Mujer,160,60
56,Mujer,160,83
56,Mujer,170,78
56,Hombre,164,92
56,Hombre,167,112
56,Hombre,174,56
56,Hombre,174,70
56,Hombre,175,65
56,Hombre,176,98
56,Hombre,178,68
56,Hombre,178,78
56,Mujer,150,58
56,Mujer,156,64
56,Mujer,158,72
56,Mujer,160,67
56,Mujer,163,70
56,Mujer,164,60
56,Mujer,165,80
56,Mujer,165,94
56,Mujer,168,80
56,Mujer,169,67
56,Mujer,170,72
56,Mujer,170,78
56,Hombre,168,74
56,Hombre,175,89
56,Hombre,182,100
56,Mujer,152,60
56,Mujer,155,65
56,Mujer,156,89
56,Mujer,157,80
56,Mujer,158,103
56,Mujer,159,103
56,Mujer,163,69
56,Mujer,165,65
56,Mujer,167,70
56,Hombre,67,80
56,Hombre,165,65
56,Hombre,172,92
56,Hombre,180,85
56,Mujer,150,75
56,Mujer,155,62
56,Mujer,158,82
56,Mujer,160,71
56,Mujer,161,80
56,Mujer,162,71
56,Mujer,164,97
56,Mujer,165,65
56,Mujer,168,70
56,Mujer,169,56
56,Mujer,169,79
56,Mujer,169,80
56,Mujer,169,85
56,Mujer,189,65
56,Hombre,166,50
56,Hombre,166,76
56,Hombre,175,75
56,Hombre,179,100
56,Hombre,182,100
56,Mujer,155,100
56,Mujer,156,88
56,Mujer,158,68
56,Mujer,158,75
56,Mujer,160,60
56,Mujer,160,66
56,Mujer,163,80
56,Mujer,165,87
56,Mujer,166,78
56,Mujer,171,71
56,Mujer,175,72
56,Mujer,178,69
56,Hombre,160,62
56,Hombre,164,61
56,Hombre,169,69
56,Hombre,187,80
56,Mujer,146,57
56,Mujer,154,74
56,Mujer,156,60
56,Mujer,158,67
56,Mujer,158,70
56,Mujer,159,108
56,Mujer,160,95
56,Mujer,168,72
56,Mujer,170,74
56,Mujer,175,84
56,Mujer,176,94
56,Hombre,163,54
56,Hombre,166,72
56,Mujer,154,60
56,Mujer,156,52
56,Mujer,159,110
56,Mujer,160,84
56,Mujer,161,82
56,Mujer,163,61
56,Mujer,167,78
56,Mujer,167,80
56,Mujer,168,72
56,Mujer,168,82
56,Mujer,172,70
56,Mujer,176,74
56,Hombre,170,70
56,Hombre,170,88
56,Hombre,173,80
56,Mujer,159,84
56,Mujer,160,58
56,Mujer,160,84
56,Mujer,163,70
56,Mujer,167,60
56,Mujer,169,73
56,Mujer,173,59
56,Hombre,166,56
56,Hombre,168,92
56,Hombre,180,80
56,Hombre,188,89
56,Mujer,147,55
56,Mujer,154,77
56,Mujer,156,74
56,Mujer,158,52
56,Mujer,169,74
56,Mujer,170,70
56,Mujer,171,68
56,Mujer,172,73
56,Mujer,178,68
56,Hombre,162,73
56,Hombre,170,86
56,Hombre,178,82
56,Mujer,152,68
56,Mujer,154,80
56,Mujer,157,59
56,Mujer,158,70
56,Mujer,159,83
56,Mujer,160,72
56,Mujer,163,69
56,Mujer,163,75
56,Mujer,164,75
56,Mujer,165,76
56,Mujer,168,68
56,Mujer,168,72
56,Hombre,161,78
56,Hombre,162,91
56,Hombre,169,65
56,Hombre,169,94
56,Hombre,169,115
56,Mujer,150,83
56,Mujer,153,53
56,Mujer,158,87
56,Mujer,160,58
56,Mujer,163,80
56,Mujer,164,72
56,Mujer,164,78
56,Mujer,164,78
56,Mujer,165,62
56,Mujer,165,78
56,Mujer,167,72
56,Mujer,168,73
56,Mujer,170,61
56,Hombre,160,59
56,Hombre,163,62
56,Hombre,172,71
56,Hombre,176,64
56,Hombre,186,97
56,Hombre,188,85
56,Mujer,151,67
56,Mujer,156,63
56,Mujer,156,80
56,Mujer,158,65
56,Mujer,160,64
56,Mujer,160,65
56,Mujer,161,62
56,Mujer,161,64
56,Mujer,162,68
56,Mujer,165,79
56,Hombre,165,85
56,Hombre,166,105
56,Hombre,167,63
56,Hombre,168,65
56,Hombre,172,78
56,Hombre,176,70
56,Hombre,182,68
56,Hombre,182,76
56,Hombre,182,100
56,Mujer,150,71
56,Mujer,153,49
56,Mujer,154,65
56,Mujer,165,70
56,Mujer,167,81
56,Mujer,167,108
56,Mujer,168,60
56,Mujer,168,67
56,Mujer,169,72
56,Hombre,167,69
56,Hombre,170,71
56,Hombre,170,92
56,Hombre,174,83
56,Hombre,174,88
56,Hombre,175,76
56,Mujer,149,51
56,Mujer,154,108
56,Mujer,156,96
56,Mujer,159,80
56,Mujer,162,72
56,Mujer,165,71
56,Mujer,168,86
56,Mujer,169,66
56,Mujer,169,90
56,Mujer,170,90
56,Mujer,179,70
56,Mujer,185,75
56,Hombre,162,64
56,Hombre,168,83
56,Hombre,170,70
56,Hombre,171,72
56,Hombre,178,88
56,Hombre,184,92
56,Mujer,155,60
56,Mujer,156,70
56,Mujer,157,60
56,Mujer,164,71
56,Mujer,165,65
56,Mujer,165,68
56,Mujer,165,90
56,Mujer,168,68
56,Mujer,168,76
56,Mujer,169,79
56,Hombre,174,80
56,Hombre,177,102
56,Hombre,178,114
56,Mujer,150,120
56,Mujer,151,58
56,Mujer,151,78
56,Mujer,153,76
56,Mujer,155,63
56,Mujer,158,62
56,Mujer,158,110
56,Mujer,160,63
56,Mujer,162,69
56,Mujer,162,106
56,Mujer,165,80
56,Mujer,167,85
56,Mujer,170,80
56,Hombre,165,72
56,Hombre,168,72
56,Hombre,170,83
56,Hombre,177,108
56,Hombre,180,75
56,Mujer,156,107
56,Mujer,157,55
56,Mujer,158,87
56,Mujer,158,91
56,Mujer,162,83
56,Mujer,164,90
56,Mujer,165,69
56,Mujer,166,80
56,Mujer,168,69
56,Mujer,169,91
56,Mujer,178,96
56,Hombre,156,50
56,Hombre,163,70
56,Hombre,168,72
56,Hombre,168,87
56,Hombre,178,87
56,Hombre,178,94
56,Mujer,158,66
56,Mujer,159,58
56,Mujer,159,73
56,Mujer,160,68
56,Mujer,162,100
56,Mujer,163,59
56,Mujer,165,67
56,Mujer,166,98
56,Mujer,168,78
56,Mujer,170,75
56,Hombre,159,63
56,Hombre,163,76
56,Hombre,168,77
56,Mujer,156,54
56,Mujer,158,60
56,Mujer,158,88
56,Mujer,158,120
56,Mujer,160,60
56,Mujer,160,75
56,Mujer,161,60
56,Mujer,161,65
56,Mujer,165,72
56,Mujer,168,71
56,Mujer,168,80
56,Mujer,170,82
56,Mujer,172,61
56,Mujer,178,86
56,Hombre,170,69
56,Hombre,170,72
56,Mujer,155,65
56,Mujer,157,74
56,Mujer,158,84
56,Mujer,162,56
56,Mujer,162,65
56,Mujer,163,102
56,Mujer,165,63
56,Mujer,165,70
56,Mujer,168,80
56,Mujer,170,68
56,Mujer,172,74
56,Mujer,174,72
56,Hombre,156,65
56,Hombre,166,78
56,Hombre,168,74
56,Hombre,169,65
56,Hombre,170,73
56,Hombre,170,94
56,Hombre,173,88
56,Hombre,175,89
56,Mujer,155,79
56,Mujer,155,125
56,Mujer,160,56
56,Mujer,160,61
56,Mujer,165,65
56,Hombre,172,85
56,Hombre,177,77
56,Hombre,181,84
56,Mujer,151,85
56,Mujer,152,65
56,Mujer,158,62
56,Mujer,160,58
56,Mujer,163,78
56,Mujer,165,76
56,Mujer,168,65
56,Hombre,158,65
56,Hombre,166,60
56,Mujer,155,65
56,Mujer,156,52
56,Mujer,158,59
56,Mujer,158,105
56,Mujer,159,78
56,Mujer,159,87
56,Mujer,163,82
56,Mujer,166,69
56,Mujer,166,78
56,Mujer,170,72
56,Mujer,170,78
56,Mujer,170,80
56,Mujer,170,85
56,Mujer,175,70
56,Hombre,164,73
56,Hombre,167,85
56,Hombre,171,66
56,Hombre,171,102
56,Hombre,172,76
56,Hombre,172,80
56,Hombre,186,118
56,Mujer,151,67
56,Mujer,158,83
56,Mujer,163,80
56,Mujer,164,94
56,Mujer,165,65
56,Mujer,166,73
56,Mujer,172,70
56,Mujer,174,84
56,Mujer,181,87
56,Hombre,162,72
56,Hombre,169,65
56,Hombre,170,68
56,Mujer,156,60
56,Mujer,160,60
56,Mujer,162,61
56,Mujer,164,78
56,Mujer,164,105
56,Mujer,165,65
56,Mujer,168,78
56,Mujer,170,69
56,Hombre,160,56
56,Hombre,165,70
56,Hombre,169,76
56,Hombre,175,70
56,Mujer,150,61
56,Mujer,154,74
56,Mujer,160,70
56,Mujer,160,95
56,Mujer,160,138
56,Mujer,162,135
56,Mujer,166,58
56,Mujer,167,74
56,Hombre,160,60
56,Hombre,164,52
56,Hombre,165,60
56,Hombre,165,68
56,Hombre,169,89
56,Hombre,175,76
56,Hombre,179,90
56,Mujer,146,56
56,Mujer,155,60
56,Mujer,160,75
56,Mujer,162,81
56,Mujer,164,66
56,Mujer,164,86
56,Mujer,167,71
56,Mujer,167,81
56,Mujer,168,52
56,Mujer,170,80
56,Hombre,159,52
56,Hombre,167,65
56,Hombre,170,80
56,Hombre,174,72
56,Hombre,180,80
56,Mujer,147,73
56,Mujer,157,72
56,Mujer,160,58
56,Mujer,164,112
56,Mujer,165,56
56,Mujer,165,69
56,Mujer,166,61
56,Mujer,170,65
56,Hombre,159,73
56,Hombre,166,72
56,Hombre,175,76
56,Mujer,160,68
56,Mujer,165,70
56,Mujer,165,79
56,Hombre,162,67
56,Hombre,168,103
56,Hombre,170,79
56,Hombre,170,85
56,Mujer,155,62
56,Mujer,155,73
56,Mujer,155,74
56,Mujer,156,60
56,Mujer,160,59
56,Mujer,161,71
56,Hombre,162,74
56,Hombre,171,75
56,Hombre,174,80
56,Mujer,155,67
56,Mujer,155,69
56,Mujer,159,66
56,Mujer,161,71
56,Mujer,161,71
56,Mujer,162,63
56,Mujer,165,70
56,Mujer,170,81
56,Mujer,173,100
56,Hombre,170,90
56,Hombre,170,96
56,Hombre,174,80
56,Hombre,175,72
56,Hombre,180,117
56,Mujer,157,52
56,Mujer,158,73
56,Mujer,158,80
56,Mujer,159,64
56,Mujer,160,60
56,Mujer,160,60
56,Mujer,165,60
56,Mujer,166,90
56,Mujer,168,72
56,Mujer,170,67
56,Hombre,167,81
56,Hombre,170,80
56,Hombre,172,76
56,Hombre,175,60
56,Hombre,175,75
56,Hombre,180,80
56,Hombre,180,82
56,Mujer,156,88
56,Mujer,159,68
56,Mujer,160,67
56,Mujer,163,63
56,Mujer,168,60
56,Mujer,172,92
56,Hombre,166,48
56,Hombre,174,75
56,Mujer,148,96
56,Mujer,155,78
56,Mujer,159,105
56,Mujer,160,58
56,Mujer,160,60
56,Mujer,160,80
56,Mujer,166,66
56,Mujer,167,65
56,Mujer,167,89
56,Mujer,168,72
56,Mujer,170,58
56,Mujer,178,78
56,Hombre,160,60
56,Hombre,168,73
56,Hombre,168,103
56,Hombre,173,83
56,Hombre,175,71
56,Mujer,147,42
56,Mujer,155,55
56,Mujer,156,60
56,Mujer,156,70
56,Mujer,159,78
56,Mujer,160,62
56,Mujer,160,80
56,Mujer,165,64
56,Mujer,165,65
56,Mujer,165,79
56,Mujer,165,85
56,Mujer,173,76
56,Mujer,178,85
56,Hombre,163,64
56,Hombre,165,69
56,Hombre,165,74
56,Hombre,167,80
56,Hombre,168,65
56,Hombre,176,78
56,Mujer,156,83
56,Mujer,157,57
56,Mujer,158,73
56,Mujer,162,78
56,Mujer,166,70
56,Hombre,158,59
56,Hombre,165,62
56,Hombre,168,72
56,Hombre,168,92
56,Hombre,170,70
56,Hombre,173,78
56,Mujer,140,39
56,Mujer,150,94
56,Mujer,157,59
56,Mujer,162,64
56,Mujer,168,70
56,Mujer,170,71
56,Hombre,164,52
56,Hombre,172,68
56,Mujer,158,78
56,Mujer,158,80
56,Mujer,160,60
56,Mujer,162,74
56,Mujer,167,72
56,Mujer,170,63
56,Mujer,172,105
56,Mujer,160,88
56,Mujer,166,69
56,Mujer,168,66
56,Mujer,170,56
56,Hombre,165,59
56,Hombre,173,83
56,Hombre,185,68
56,Mujer,155,66
56,Mujer,156,53
56,Mujer,158,75
56,Mujer,160,75
56,Mujer,160,76
56,Mujer,163,62
56,Mujer,165,70
56,Mujer,168,62
56,Mujer,168,87
56,Mujer,169,72
56,Mujer,169,89
56,Mujer,173,79
56,Hombre,176,80
56,Hombre,192,75
56,Mujer,154,54
56,Mujer,158,61
56,Mujer,166,49
56,Mujer,168,67
56,Mujer,170,72
56,Hombre,117,78
56,Hombre,156,57
56,Hombre,163,70
56,Hombre,172,64
56,Hombre,175,66
56,Hombre,183,128
56,Mujer,156,86
56,Mujer,162,70
56,Mujer,162,82
56,Mujer,170,89
56,Mujer,170,90
56,Hombre,166,75
56,Hombre,170,86
56,Hombre,173,55
56,Hombre,176,79
56,Hombre,178,79
56,Hombre,178,81
56,Mujer,153,71
56,Mujer,159,77
56,Mujer,160,60
56,Mujer,160,85
56,Mujer,168,70
56,Mujer,170,79
56,Hombre,175,79
56,Hombre,175,92
56,Hombre,182,115
56,Mujer,153,101
56,Mujer,155,70
56,Mujer,157,63
56,Mujer,157,80
56,Mujer,165,60
56,Mujer,167,72
56,Mujer,180,80
56,Hombre,156,75
56,Hombre,164,63
56,Hombre,175,74
56,Hombre,178,79
56,Hombre,186,77
56,Mujer,160,61
56,Mujer,160,66
56,Mujer,160,85
56,Mujer,160,89
56,Mujer,160,100
56,Mujer,162,67
56,Mujer,163,74
56,Mujer,164,64
56,Mujer,165,63
56,Mujer,165,65
56,Mujer,165,65
56,Mujer,165,102
56,Mujer,166,99
56,Mujer,174,61
56,Mujer,179,98
56,Hombre,157,66
56,Hombre,160,66
56,Hombre,163,62
56,Hombre,168,75
56,Hombre,168,76
56,Hombre,170,70
56,Hombre,172,68
56,Hombre,175,68
56,Mujer,142,40
56,Mujer,147,52
56,Mujer,154,65
56,Mujer,158,70
56,Mujer,164,85
56,Mujer,172,86
56,Mujer,175,69
56,Hombre,160,74
56,Hombre,166,77
56,Hombre,171,65
56,Mujer,149,58
56,Mujer,160,67
56,Mujer,163,68
56,Mujer,163,84
56,Mujer,163,89
56,Mujer,165,65
56,Mujer,165,84
56,Mujer,165,97
56,Mujer,167,69
56,Mujer,176,92
56,Hombre,161,77
56,Hombre,164,66
56,Hombre,168,75
56,Hombre,170,68
56,Hombre,178,78
56,Mujer,152,57
56,Mujer,153,68
56,Mujer,157,55
56,Mujer,159,75
56,Mujer,159,75
56,Mujer,162,64
56,Mujer,163,92
56,Mujer,163,106
56,Mujer,164,60
56,Mujer,165,67
56,Mujer,175,83
56,Hombre,162,68
56,Hombre,168,69
56,Hombre,170,65
56,Hombre,173,94
56,Mujer,153,62
56,Mujer,155,72
56,Mujer,156,60
56,Mujer,162,68
56,Mujer,162,72
56,Mujer,165,65
56,Mujer,167,81
56,Mujer,170,68
56,Mujer,170,85
56,Mujer,172,68
56,Hombre,168,70
56,Hombre,169,56
56,Hombre,169,79
56,Hombre,172,69
56,Hombre,172,70
56,Hombre,178,95
56,Mujer,147,50
56,Mujer,151,72
56,Mujer,155,44
56,Mujer,159,56
56,Mujer,160,59
56,Mujer,160,61
56,Mujer,163,64
56,Mujer,165,55
56,Mujer,165,77
56,Mujer,168,80
56,Hombre,159,60
56,Hombre,160,55
56,Hombre,170,69
56,Hombre,173,83
56,Hombre,182,87
56,Mujer,120,80
56,Mujer,152,78
56,Mujer,158,50
56,Mujer,159,58
56,Mujer,163,63
56,Mujer,163,70
56,Mujer,165,77
56,Mujer,167,62
56,Hombre,160,79
56,Hombre,178,77
56,Hombre,184,82
56,Mujer,154,72
56,Mujer,158,52
56,Mujer,158,64
56,Mujer,160,45
56,Mujer,160,60
56,Mujer,163,81
56,Mujer,168,84
56,Mujer,169,82
56,Mujer,170,60
56,Hombre,168,85
56,Hombre,170,105
56,Hombre,171,83
56,Hombre,181,78
56,Mujer,150,53
56,Mujer,155,60
56,Mujer,159,72
56,Mujer,160,58
56,Mujer,160,87
56,Mujer,162,65
56,Mujer,165,84
56,Mujer,168,67
56,Hombre,158,63
56,Hombre,162,70
56,Hombre,167,74
56,Mujer,155,75
56,Mujer,155,77
56,Mujer,155,124
56,Mujer,159,65
56,Mujer,159,79
56,Mujer,162,66
56,Mujer,164,97
56,Mujer,165,60
56,Mujer,165,92
56,Mujer,167,65
56,Mujer,168,64
56,Mujer,168,68
56,Mujer,169,70
56,Mujer,170,66
56,Hombre,164,55
56,Hombre,164,84
56,Hombre,169,104
56,Hombre,174,75
56,Hombre,177,96
56,Mujer,156,50
56,Mujer,158,69
56,Mujer,161,89
56,Mujer,163,68
56,Mujer,164,69
56,Mujer,168,72
56,Mujer,170,68
56,Mujer,171,75
56,Mujer,174,65
56,Mujer,174,75
56,Hombre,168,68
56,Hombre,168,103
56,Hombre,175,72
56,Hombre,187,92
56,Mujer,150,52
56,Mujer,152,54
56,Mujer,156,68
56,Mujer,157,67
56,Mujer,159,64
56,Mujer,164,70
56,Mujer,170,65
56,Mujer,170,68
56,Mujer,171,59
56,Hombre,167,68
56,Hombre,168,76
56,Hombre,175,80
56,Mujer,151,105
56,Mujer,156,87
56,Mujer,157,60
56,Mujer,160,60
56,Mujer,168,74
56,Mujer,168,106
56,Mujer,180,75
56,Hombre,151,56
56,Hombre,166,69
56,Mujer,154,78
56,Mujer,157,90
56,Hombre,167,75
56,Hombre,173,95
56,Mujer,153,64
56,Mujer,158,61
56,Mujer,160,70
56,Mujer,161,70
56,Mujer,162,64
56,Mujer,165,70
56,Mujer,168,69
56,Mujer,172,67
56,Hombre,168,68
56,Hombre,173,94
56,Hombre,179,81
56,Hombre,181,110
56,Hombre,190,90
56,Mujer,152,65
56,Mujer,152,90
56,Mujer,157,72
56,Mujer,162,86
56,Mujer,163,70
56,Mujer,164,78
56,Mujer,165,69
56,Mujer,167,93
56,Mujer,168,65
56,Mujer,170,60
56,Hombre,160,78
56,Hombre,162,56
56,Hombre,165,88
56,Hombre,167,91
56,Hombre,169,71
56,Hombre,170,84
56,Mujer,149,48
56,Mujer,155,83
56,Mujer,160,60
56,Mujer,160,64
56,Mujer,164,68
56,Mujer,165,65
56,Mujer,165,72
56,Mujer,165,74
56,Mujer,168,75
56,Mujer,170,67
56,Hombre,163,62
56,Hombre,165,62
56,Hombre,170,113
56,Hombre,171,67
56,Mujer,167,64
56,Mujer,174,76
56,Hombre,156,67
56,Hombre,174,85
56,Mujer,155,89
56,Mujer,158,53
56,Mujer,163,59
56,Mujer,165,69
56,Mujer,178,75
56,Mujer,180,78
56,Hombre,162,63
56,Hombre,165,60
56,Hombre,165,60
56,Hombre,181,90
56,Mujer,166,62
56,Mujer,168,56
56,Mujer,172,65
56,Hombre,156,65
56,Hombre,163,60
56,Hombre,170,75
56,Hombre,173,111
56,Mujer,155,75
56,Mujer,158,48
56,Mujer,158,61
56,Mujer,165,62
56,Mujer,165,69
56,Mujer,165,100
56,Mujer,168,70
56,Mujer,170,70
56,Mujer,172,75
56,Mujer,173,90
56,Mujer,176,85
56,Hombre,165,80
56,Hombre,176,88
56,Hombre,165,72
56,Hombre,167,70
56,Hombre,168,83
56,Hombre,175,75
56,Hombre,180,80
56,Hombre,185,65
56,Mujer,155,64
56,Mujer,160,60
56,Mujer,168,103
56,Mujer,177,77
56,Hombre,174,82
56,Hombre,179,84
56,Mujer,157,67
56,Mujer,161,83
56,Mujer,163,54
56,Mujer,163,62
56,Mujer,165,66
56,Mujer,166,68
56,Mujer,167,65
56,Hombre,170,77
56,Hombre,178,95
56,Hombre,179,75
56,Mujer,156,66
56,Mujer,156,81
56,Mujer,161,72
56,Mujer,163,65
56,Mujer,163,89
56,Mujer,166,68
56,Mujer,168,76
56,Mujer,169,69
56,Mujer,175,70
56,Hombre,160,70
56,Mujer,149,66
56,Mujer,154,57
56,Mujer,158,98
56,Mujer,159,69
56,Mujer,160,75
56,Mujer,165,62
56,Mujer,165,69
56,Mujer,168,65
56,Mujer,170,71
56,Hombre,164,56
56,Hombre,165,66
56,Hombre,176,96
56,Mujer,159,72
56,Mujer,164,67
56,Mujer,168,75
56,Mujer,172,82
56,Mujer,175,75
56,Mujer,178,102
56,Hombre,160,60
56,Hombre,166,72
56,Hombre,172,75
56,Mujer,160,110
56,Mujer,162,61
